0_1_2|MoveRight|-9,29469258145654
0_1_2|MoveLeft|5,95313874363157
0_1_2|None|9,4378698562926
0_1_2|Jump|4,69900122454875
0_0_2|MoveRight|11,292713737269
0_0_2|MoveLeft|1,98678144670814
0_0_2|None|12,6013527620548
0_0_2|Jump|2,81348102790453
0_0_1|MoveRight|12,3584203123703
0_0_1|MoveLeft|7,05717909032102
0_0_1|None|7,252177188212
0_0_1|Jump|5,60617498512283
1_0_1|None|9,19995567521344
1_0_1|MoveRight|8,31159328473533
1_0_1|MoveLeft|8,58563797244715
1_0_1|Jump|8,50675930608903
1_0_0|MoveLeft|10,1226068353878
1_0_0|None|10,6846313997086
1_0_0|MoveRight|10,3935457280447
1_0_0|Jump|9,72297086615271
2_0_0|MoveRight|13,6429362889252
2_0_0|MoveLeft|14,4490443975141
2_0_0|Jump|14,5503070294568
2_0_0|None|14,6667899489985
3_0_0|MoveRight|10,9737078165636
3_0_0|MoveLeft|10,7013947939917
3_0_0|Jump|10,670609361867
3_0_0|None|10,3027564721363
3_1_0|MoveLeft|8,42039774674438
3_1_0|None|8,28072385679655
3_1_0|MoveRight|7,8383580402028
3_1_0|Jump|7,95339346703151
0_1_1|MoveRight|18,0969450025967
0_1_1|Jump|6,75794545527375
0_1_1|MoveLeft|6,33437940162823
0_1_1|None|19,6002742150991
1_1_1|MoveLeft|16,4825503465228
1_1_1|MoveRight|12,8672787149151
1_1_1|None|17,4048519724332
1_1_1|Jump|12,6637148956223
1_1_0|MoveLeft|15,0784550443696
1_1_0|None|15,3596330835203
1_1_0|MoveRight|14,4464615359364
1_1_0|Jump|14,8026791835419
2_1_0|MoveLeft|15,385973610004
2_1_0|MoveRight|14,2892164093443
2_1_0|None|14,5181740726809
2_1_0|Jump|15,8768442839589
4_1_1|MoveRight|6,89234030993867
4_1_1|MoveLeft|7,4545202844872
4_1_1|Jump|3,21341954406442
4_1_1|None|3,51357660418341
3_1_1|MoveLeft|8,06383675580156
3_1_1|MoveRight|8,68953189418399
3_1_1|None|8,89407976952863
3_1_1|Jump|8,81167167176704
2_0_1|MoveLeft|15,3322648862888
2_0_1|MoveRight|14,9869034393068
2_0_1|None|15,2822413396144
2_0_1|Jump|13,3832733629503
4_1_2|MoveLeft|-0,647248111276711
4_1_2|MoveRight|-0,0993709625156024
4_1_2|None|-2,73944052702314
4_1_2|Jump|-0,0703298879355452
4_2_2|MoveLeft|-2,34668758122934
4_2_2|MoveRight|-4,40715120684836
4_2_2|Jump|-20,3981282542909
4_2_2|None|-12,0909003446629
4_0_2|MoveLeft|0,994149108588566
4_0_2|MoveRight|1,77823316350283
4_0_2|Jump|4,65097007058746
4_0_2|None|0,0338314127603545
4_2_1|MoveLeft|-0,0781945594100208
4_2_1|MoveRight|0,628698575382123
4_2_1|None|0,714293709152505
4_2_1|Jump|0,767034397280856
3_2_1|MoveRight|5,6263896072317
3_2_1|Jump|5,50738684913195
3_2_1|MoveLeft|4,50511662738583
3_2_1|None|7,27075974022992
3_2_0|MoveLeft|8,67397294647442
3_2_0|Jump|9,04138943597855
3_2_0|None|9,79151719490627
3_2_0|MoveRight|8,84002963131676
3_0_1|MoveLeft|11,8362893726611
3_0_1|MoveRight|12,0822062845121
3_0_1|None|11,8887371559144
3_0_1|Jump|10,7802725968592
4_0_1|MoveLeft|6,26527875582804
4_0_1|Jump|13,7700213866117
4_0_1|MoveRight|6,00078394754647
4_0_1|None|6,15434398521786
1_2_1|MoveLeft|15,1090516522544
1_2_1|MoveRight|15,9011501385567
1_2_1|Jump|11,9316990116904
1_2_1|None|13,7667490912084
2_2_0|MoveRight|15,8312009627725
2_2_0|None|15,4227094455297
2_2_0|MoveLeft|16,6911883037288
2_2_0|Jump|12,9119152259781
1_2_0|MoveLeft|21,4643291880926
1_2_0|MoveRight|18,6138095515123
1_2_0|None|17,6534382728085
1_2_0|Jump|13,1917605525523
0_2_1|MoveRight|13,9367197626895
0_2_1|None|8,40480271558351
0_2_1|MoveLeft|8,75477582679091
0_2_1|Jump|7,43457811329916
0_2_2|MoveRight|0,96268905320649
0_2_2|None|3,23708382546014
0_2_2|MoveLeft|2,73991309387103
0_2_2|Jump|3,59508597165335
2_2_1|MoveLeft|15,8723397941198
2_2_1|Jump|12,7398384277739
2_2_1|None|15,1972898030188
2_2_1|MoveRight|14,2903250612255
